Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
4134186	4134737	4134189	4134737	99.4565217391304	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4134781	4135446	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4135515	4136705	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4137017	4138360	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4138367	4139218	4138385	4139218	97.887323943662	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4139263	4140069	4139263	4140054	98.1412639405204	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4140202	4141251	4140202	4141164	91.7142857142857	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4141330	4142088	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4142264	4142950	4142264	4142941	98.6899563318777	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4143022	4143858	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4144048	4144440	4144048	4144416	93.8931297709924	100	-	-	CDS	CDS	glimmer, rast	gms2
4144048	4144635	4144048	4144440	66.8367346938775	100	-	-	CDS	CDS	prodigal, prokka	glimmer, rast
4144048	4144635	4144048	4144416	62.7551020408163	100	-	-	CDS	CDS	prodigal, prokka	gms2
4144665	4145222	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4145285	4145704	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4145748	4145891	4145881	4148442	7.63888888888889	0.429352068696331	+	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2, glimmer, rast
4145748	4145891	4145881	4148496	7.63888888888889	0.420489296636086	+	-	CDS	CDS	glimmer, prodigal, prokka, rast	prodigal, prokka
4145881	4148496	4148459	4150207	1.4525993883792	2.1726700971984	-	-	CDS	CDS	prodigal, prokka	glimmer, prodigal, prokka, rast
4145881	4148496	4145881	4148442	97.9357798165138	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4145881	4148496	4148459	4150198	1.4525993883792	2.18390804597701	-	-	CDS	CDS	prodigal, prokka	gms2
4148459	4150207	4148459	4150198	99.4854202401372	100	-	-	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4150210	4151184	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4151215	4152639	4151215	4152621	98.7368421052632	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4152714	4155860	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4156075	4157208	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4157254	4158573	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4157254	4158573	4158570	4160219	0.303030303030303	0.242424242424242	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4158570	4160219	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4160399	4161001	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4161087	4161791	4161087	4161734	91.9148936170213	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4161914	4162111	4161914	4162084	86.3636363636364	100	-	-	CDS	CDS	glimmer, prodigal, prokka	rast
4162285	4163178	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4163206	4163460	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4163510	4164601	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4164893	4165750	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4165847	4166152	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4166573	4167202	4166678	4167202	83.3333333333333	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
4167264	4168115	4167363	4168115	88.3802816901408	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4168122	4169546	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4169798	4170610	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4169798	4170610	4170603	4171460	0.984009840098401	0.932400932400932	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka, rast
4169798	4170610	4170603	4171466	0.984009840098401	0.925925925925926	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
4170603	4171466	4170603	4171460	99.3055555555556	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4171476	4172309	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4172334	4173128	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4173190	4174128	4173190	4174122	99.3610223642172	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4174382	4175254	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4175269	4176018	4175269	4175991	96.4	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4176033	4176821	4176033	4176815	99.2395437262357	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4177068	4177280	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4177796	4179508	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4179694	4181910	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4182111	4183055	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4183121	4184242	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4184490	4186583	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4186691	4187353	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4187429	4188901	4187429	4188682	85.132382892057	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
4187429	4188907	4187429	4188901	99.5943204868154	100	-	-	CDS	CDS	rast	glimmer, prodigal, prokka
4187429	4188907	4187429	4188682	84.7870182555781	100	-	-	CDS	CDS	rast	gms2
4188974	4189234	4189052	4189234	70.1149425287356	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
4188974	4189234	4189079	4189234	59.7701149425287	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
4189052	4189234	4189079	4189234	85.2459016393443	100	+	+	CDS	CDS	glimmer	rast
4189321	4192215	4192214	4192444	0.0690846286701209	0.865800865800866	-	+	CDS	CDS	glimmer	glimmer
4189321	4192323	4189321	4192215	96.4035964035964	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4189321	4192323	4192214	4192444	3.66300366300366	47.6190476190476	-	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4192743	4193525	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4193860	4194342	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4194362	4194541	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4194947	4195315	4194947	4195240	79.6747967479675	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4195456	4196298	4195513	4196298	93.2384341637011	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4196449	4197240	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4197241	4198029	4198026	4198829	0.506970849176172	0.497512437810945	+	-	CDS	CDS	prodigal, prokka, rast	gms2, glimmer, rast
4197241	4198029	4197295	4198029	93.1558935361217	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
4197241	4198029	4198026	4198901	0.506970849176172	0.45662100456621	+	-	CDS	CDS	prodigal, prokka, rast	prodigal, prokka
4197295	4198029	4198026	4198829	0.54421768707483	0.497512437810945	+	-	CDS	CDS	gms2, glimmer	gms2, glimmer, rast
4197295	4198029	4198026	4198901	0.54421768707483	0.45662100456621	+	-	CDS	CDS	gms2, glimmer	prodigal, prokka
4198026	4198901	4198026	4198829	91.7808219178082	100	-	-	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4199338	4200315	4199350	4200315	98.7730061349693	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4199338	4200315	4200302	4200433	1.43149284253579	10.6060606060606	+	+	CDS	CDS	glimmer, prodigal, prokka	glimmer, rast
4199350	4200315	4200302	4200433	1.44927536231884	10.6060606060606	+	+	CDS	CDS	gms2, rast	glimmer, rast
4200600	4201409	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4201479	4204025	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4204206	4206659	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4206909	4207985	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4208061	4208492	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4208738	4210792	4208747	4210792	99.5620437956204	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4210878	4212131	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4212167	4213255	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4212167	4213255	4213255	4214661	0.0918273645546373	0.0710732054015636	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4213255	4214661	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4213255	4214661	4214651	4215214	0.7818052594172	1.95035460992908	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4214651	4215214	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4215334	4216167	4215334	4216140	96.7625899280576	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4216168	4216860	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4216168	4216860	4216853	4218037	1.15440115440115	0.675105485232067	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4216853	4218037	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4218292	4219248	4218301	4219248	99.0595611285267	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4219402	4219611	4219511	4219660	48.0952380952381	67.3333333333333	+	+	CDS	CDS	rast	glimmer
4219834	4220055	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4220276	4220824	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4220829	4221431	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4221873	4222058	4221912	4222058	79.0322580645161	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4222235	4224496	4222244	4224496	99.6021220159151	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
4222235	4224496	4222439	4224496	90.9814323607427	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
4222244	4224496	4222439	4224496	91.3448735019973	100	+	+	CDS	CDS	gms2	rast
4224578	4228321	4224704	4228321	96.6346153846154	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4228373	4229890	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4230049	4231122	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4231241	4232989	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4233004	4233810	4233004	4233792	97.7695167286245	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4233994	4234890	4233994	4234797	89.6321070234114	100	-	-	CDS	CDS	gms2	prodigal, prokka
4233994	4234893	4233994	4234797	89.3333333333333	100	-	-	CDS	CDS	glimmer, rast	prodigal, prokka
4233994	4234893	4233994	4234890	99.6666666666667	100	-	-	CDS	CDS	glimmer, rast	gms2
4234953	4238312	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4234953	4238312	4238312	4239544	0.0297619047619048	0.08110300081103	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka
4234953	4238312	4238312	4239523	0.0297619047619048	0.0825082508250825	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, rast
4238312	4239544	4238312	4239523	98.2968369829684	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4239924	4240526	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4241210	4243318	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4243338	4243451	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4243508	4243783	4243562	4243783	80.4347826086957	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4243801	4244322	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4243801	4244322	4244315	4246108	1.53256704980843	0.445930880713489	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4244315	4246108	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4246286	4248445	4246286	4248415	98.6111111111111	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4248787	4248909	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4248923	4249159	4248947	4249159	89.873417721519	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4249166	4250047	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4250268	4251215	4250268	4251170	95.253164556962	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4251394	4252335	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4252467	4252895	4252503	4252895	91.6083916083916	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4253286	4254686	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4254879	4254975	NA	NA	0	0	-	NA	tRNA	NA	prokka	NA
4255239	4255430	4255394	4255927	19.2708333333333	6.92883895131086	-	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka, rast
4255394	4255927	4255451	4255927	89.3258426966292	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4256199	4258133	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4258144	4258749	4258177	4258749	94.5544554455445	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4258823	4260367	4258823	4260232	91.2621359223301	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4260692	4261105	4260692	4261069	91.304347826087	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4261275	4262633	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4262849	4263364	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4263461	4265422	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4265542	4266507	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4266563	4267585	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4266563	4267585	4267585	4268799	0.0977517106549365	0.0823045267489712	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
4267585	4268799	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4268819	4269925	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4269939	4270982	4269939	4270913	93.3908045977011	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4271023	4271661	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4272853	4274652	4272862	4274652	99.5	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4274732	4276087	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4276343	4278091	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4278139	4279017	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4279157	4279729	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4279812	4280714	4279812	4280507	77.0764119601329	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4280939	4282126	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4282203	4283789	4282203	4283621	89.413988657845	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4284130	4285425	4284163	4285425	97.4537037037037	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4285660	4286070	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4285660	4286070	4286063	4286461	1.94647201946472	2.00501253132832	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka
4286063	4286461	4286146	4286301	39.0977443609023	100	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4286774	4288045	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4288047	4289321	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4289455	4290144	4289455	4290120	96.5217391304348	100	-	-	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
4290703	4290825	4290815	4294120	8.94308943089431	0.332728372655777	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
4290815	4294120	4290878	4294120	98.0943738656987	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4294459	4294764	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4294785	4296761	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4296910	4297668	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4297674	4297844	NA	NA	0	0	-	NA	CDS	NA	glimmer	NA
4297968	4298858	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4298887	4300296	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4300462	4300941	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4300977	4301513	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4301529	4302290	4301547	4302290	97.6377952755905	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4302309	4302455	4302454	4304220	1.36054421768707	0.113186191284663	-	+	CDS	CDS	glimmer, rast	gms2, glimmer, rast
4302309	4302455	4302436	4304220	13.6054421768707	1.12044817927171	-	+	CDS	CDS	glimmer, rast	prodigal, prokka
4302436	4304220	4302454	4304220	98.9915966386555	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
4304257	4306038	4304260	4306038	99.8316498316498	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4306177	4306485	4306189	4306485	96.1165048543689	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4306490	4306942	4306502	4306942	97.3509933774834	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4306951	4307139	4307122	4307763	9.52380952380952	2.80373831775701	+	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka
4306951	4307139	4307122	4307682	9.52380952380952	3.20855614973262	+	-	CDS	CDS	glimmer	rast
4307122	4307763	4307122	4307682	87.3831775700935	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
4307892	4308629	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4309040	4309477	4309040	4309429	89.041095890411	100	-	-	CDS	CDS	glimmer	rast
4309040	4309507	4309040	4309477	93.5897435897436	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer
4309040	4309507	4309040	4309429	83.3333333333333	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
4309663	4309809	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
4310002	4312008	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4312247	4316068	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4316162	4317169	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4317180	4317626	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4317711	4318862	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4318981	4323249	4318981	4323240	99.7891777933942	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4323628	4324422	4323637	4324422	98.8679245283019	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4324517	4324648	4324612	4325250	28.030303030303	5.79029733959311	-	+	CDS	CDS	glimmer	gms2, prodigal, prokka
4324517	4324648	4324570	4325250	59.8484848484849	11.6005873715125	-	+	CDS	CDS	glimmer	rast
4324517	4324648	4324621	4325250	21.2121212121212	4.44444444444444	-	+	CDS	CDS	glimmer	glimmer
4324570	4325250	4324612	4325250	93.8325991189427	100	+	+	CDS	CDS	rast	gms2, prodigal, prokka
4324570	4325250	4324621	4325250	92.511013215859	100	+	+	CDS	CDS	rast	glimmer
4324612	4325250	4324621	4325250	98.5915492957746	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
4325393	4325833	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4326046	4326408	4326046	4326399	97.5206611570248	100	-	-	CDS	CDS	glimmer, prodigal	gms2, prokka, rast
4326637	4326756	4326680	4327720	64.1666666666667	7.39673390970221	-	+	CDS	CDS	rast	gms2, prodigal, prokka
4326637	4326756	4326671	4327720	71.6666666666667	8.19047619047619	-	+	CDS	CDS	rast	glimmer
4326637	4326756	4326728	4327720	24.1666666666667	2.92044310171198	-	+	CDS	CDS	rast	rast
4326671	4327720	4326680	4327720	99.1428571428571	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka
4326671	4327720	4326728	4327720	94.5714285714286	100	+	+	CDS	CDS	glimmer	rast
4326680	4327720	4326728	4327720	95.3890489913545	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
4327729	4328610	4327732	4328610	99.6598639455782	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4328707	4329570	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4329630	4329962	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4330053	4331216	4330104	4331216	95.6185567010309	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4331225	4332385	4331336	4332385	90.4392764857881	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4332400	4333095	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4333125	4335308	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4335377	4339654	4335377	4339645	99.7896213183731	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4340174	4340548	4340279	4340548	72	100	+	+	CDS	CDS	gms2	prodigal, prokka, rast
4340174	4340548	4340192	4340548	95.2	100	+	+	CDS	CDS	gms2	glimmer
4340192	4340548	4340279	4340548	75.6302521008403	100	+	+	CDS	CDS	glimmer	prodigal, prokka, rast
4340661	4342631	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4342666	4343910	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4344007	4344921	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4344959	4346023	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4346149	4347807	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4347815	4348855	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4348946	4349551	4349541	4350284	1.81518151815182	1.47849462365591	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
4348946	4349551	4348946	4349515	94.0594059405941	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4349541	4350284	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4350365	4351021	4350365	4350943	88.1278538812785	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
4351075	4352460	4351075	4352439	98.4848484848485	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
4352559	4353350	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4353391	4355118	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4355181	4355807	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4355955	4357112	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4357122	4357367	4357131	4357367	96.3414634146341	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka
4357372	4358430	4357372	4358355	92.9178470254957	100	-	-	CDS	CDS	glimmer	rast
4357372	4358526	4357372	4358430	91.6883116883117	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer
4357372	4358526	4357372	4358355	85.1948051948052	100	-	-	CDS	CDS	gms2, prodigal, prokka	rast
4358573	4359703	4358573	4359658	96.0212201591512	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
4359903	4360514	4359912	4360514	98.5294117647059	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
4360676	4362442	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
4360676	4362442	4362432	4364222	0.622524052065648	0.614182021217197	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
